gene_name	log2_fold_change	p_value	ref_allele	non_ref_allele	sample_size
ENSG00000127311|HELB	0.038453028	2.32367e-05	AD	Control	160
ENSG00000127324|TSPAN8	-0.975188816	9.49945e-10	AD	Control	160
ENSG00000127328|RAB3IP	-0.074363487	1.38175e-05	AD	Control	160
ENSG00000127337|YEATS4	-0.074470309	1.39593e-05	AD	Control	160
ENSG00000090266|NDUFB2	-0.129226435	3.94628e-07	AD	Control	160
ENSG00000127362|TAS2R3	0.14239171	1.26504e-05	AD	Control	160
ENSG00000127364|TAS2R4	-0.074253867	1.60167e-05	AD	Control	160
ENSG00000127366|TAS2R5	0.026272784	2.64801e-05	AD	Control	160
ENSG00000196453|ZNF777	0.040301997	1.09161e-05	AD	Control	160
ENSG00000127415|IDUA	-0.273918257	7.33962e-08	AD	Control	160
ENSG00000130803|ZNF317	-0.138488959	1.65146e-06	AD	Control	160
ENSG00000127445|PIN1	-0.281791418	1.19076e-08	AD	Control	160
ENSG00000127452|FBXL12	-0.168292864	2.61981e-08	AD	Control	160
ENSG00000117245|KIF17	-0.206596742	5.44189e-06	AD	Control	160
ENSG00000187980|PLA2G2C	-0.152080054	2.7487e-06	AD	Control	160
ENSG00000171903|CYP4F11	0.310533837	2.10553e-06	AD	Control	160
ENSG00000127511|SIN3B	-0.003038373	2.96931e-05	AD	Control	160
ENSG00000127527|EPS15L1	-0.113992042	6.94374e-07	AD	Control	160
ENSG00000127528|KLF2	0.580158192	1.37172e-08	AD	Control	160
ENSG00000127530|OR7C1	0.152320238	1.08481e-05	AD	Control	160
ENSG00000127533|F2RL3	0.164056513	4.05274e-06	AD	Control	160
ENSG00000103145|HCFC1R1	-0.267044218	1.04892e-07	AD	Control	160
ENSG00000206053|JPT2	-0.368165238	1.52877e-07	AD	Control	160
ENSG00000059145|UNKL	-0.118297714	3.30585e-06	AD	Control	160
ENSG00000127554|GFER	-0.110162958	3.10009e-06	AD	Control	160
ENSG00000127561|SYNGR3	-0.176436837	7.32716e-06	AD	Control	160
ENSG00000197562|RAB40C	-0.182445825	6.55071e-07	AD	Control	160
ENSG00000127580|WDR24	0.042392568	1.0698e-05	AD	Control	160
ENSG00000127588|GNG13	-0.368525765	1.16905e-06	AD	Control	160
ENSG00000127589|TUBBP1	0.193854728	1.57406e-05	AD	Control	160
ENSG00000256223|ZNF10	-0.054901922	1.61528e-05	AD	Control	160
ENSG00000104938|CLEC4M	-0.298405138	6.15853e-06	AD	Control	160
ENSG00000127666|TICAM1	0.223163678	1.06355e-08	AD	Control	160
ENSG00000103111|MON1B	0.074263948	6.8033e-06	AD	Control	160
ENSG00000127720|METTL25	-0.022446404	2.44965e-05	AD	Control	160
ENSG00000178982|EIF3K	-0.19761775	4.73068e-10	AD	Control	160
ENSG00000127774|EMC6	-0.031220526	1.94458e-05	AD	Control	160
ENSG00000127780|OR1E2	0.222919122	2.00743e-05	AD	Control	160
ENSG00000127824|TUBA4A	-0.076204793	2.18118e-05	AD	Control	160
ENSG00000127831|VIL1	-2.297472432	2.3981e-18	AD	Control	160
ENSG00000127837|AAMP	-0.048182237	9.66383e-06	AD	Control	160
ENSG00000127838|PNKD	-0.170284533	4.04844e-08	AD	Control	160
ENSG00000127863|TNFRSF19	0.142856989	1.0215e-06	AD	Control	160
ENSG00000006576|PHTF2	-0.047680195	1.42925e-05	AD	Control	160
ENSG00000106211|HSPB1	0.418564698	1.1096e-06	AD	Control	160
ENSG00000127920|GNG11	0.177609616	7.42975e-06	AD	Control	160
ENSG00000127922|SEM1	-0.205899188	3.76921e-08	AD	Control	160
ENSG00000127928|GNGT1	0.176507106	1.51649e-05	AD	Control	160
ENSG00000127947|PTPN12	0.134577272	6.22427e-07	AD	Control	160
ENSG00000127951|FGL2	0.825092236	1.15229e-08	AD	Control	160
ENSG00000127952|STYXL1	-0.170952797	9.7052e-07	AD	Control	160
ENSG00000127980|PEX1	-0.077965018	1.13316e-05	AD	Control	160
ENSG00000128011|LRFN1	0.02133718	2.70705e-05	AD	Control	160
ENSG00000128040|SPINK2	-0.394266152	1.29935e-06	AD	Control	160
ENSG00000128045|RASL11B	0.008430833	2.99041e-05	AD	Control	160
ENSG00000128159|TUBGCP6	-0.303483133	8.15638e-10	AD	Control	160
ENSG00000128185|DGCR6L	-0.203925787	3.58682e-07	AD	Control	160
ENSG00000100365|NCF4	0.187732335	8.63617e-06	AD	Control	160
ENSG00000100055|CYTH4	-0.139480403	1.03943e-05	AD	Control	160
ENSG00000100031|GGT1	-0.37763142	1.29738e-08	AD	Control	160
ENSG00000100116|GCAT	-0.153762055	8.07815e-07	AD	Control	160
ENSG00000100359|SGSM3	-0.206537333	5.82131e-09	AD	Control	160
ENSG00000100095|SEZ6L	-0.112460492	1.2704e-05	AD	Control	160
ENSG00000128218|VPREB3	-0.431693605	1.05875e-07	AD	Control	160
ENSG00000128228|SDF2L1	-0.078563172	1.65892e-05	AD	Control	160
ENSG00000128245|YWHAH	-0.097583405	1.87988e-05	AD	Control	160
ENSG00000128253|RFPL2	0.093019171	1.98125e-05	AD	Control	160
ENSG00000128274|A4GALT	0.54669038	6.12037e-10	AD	Control	160
ENSG00000128276|RFPL3	-0.13459559	1.08501e-05	AD	Control	160
ENSG00000128283|CDC42EP1	-0.356046465	7.74178e-07	AD	Control	160
ENSG00000128285|MCHR1	-0.341993608	2.3088e-06	AD	Control	160
ENSG00000128310|GALR3	-0.181054957	9.69976e-06	AD	Control	160
ENSG00000128311|TST	-0.056295801	2.17689e-05	AD	Control	160
ENSG00000128313|APOL5	-1.09285887	1.4003e-06	AD	Control	160
ENSG00000128322|IGLL1	-0.220267018	1.5959e-05	AD	Control	160
ENSG00000159873|CCDC117	0.14555528	1.40844e-06	AD	Control	160
ENSG00000128335|APOL2	-0.059807547	1.67383e-05	AD	Control	160
ENSG00000128340|RAC2	0.100182819	1.95561e-05	AD	Control	160
ENSG00000128342|LIF	0.447290218	7.44208e-06	AD	Control	160
ENSG00000128346|C22orf23	-0.257721333	7.59382e-07	AD	Control	160
ENSG00000128383|APOBEC3A	0.097318754	1.95282e-05	AD	Control	160
ENSG00000128463|EMC4	-0.077617817	3.41935e-06	AD	Control	160
ENSG00000105819|PMPCB	0.078823734	5.20077e-06	AD	Control	160
ENSG00000105821|DNAJC2	-0.035084907	1.34182e-05	AD	Control	160
ENSG00000128524|ATP6V1F	-0.112393829	5.02839e-06	AD	Control	160
ENSG00000128534|LSM8	0.033042281	1.90395e-05	AD	Control	160
ENSG00000128564|VGF	-1.305631435	4.57601e-15	AD	Control	160
ENSG00000128578|STRIP2	-0.198067867	1.81647e-06	AD	Control	160
ENSG00000128590|DNAJB9	0.108728388	5.51601e-06	AD	Control	160
ENSG00000128594|LRRC4	0.000573363	3.05914e-05	AD	Control	160
ENSG00000128595|CALU	0.312449365	2.37844e-11	AD	Control	160
ENSG00000128602|SMO	0.511293376	1.72577e-09	AD	Control	160
ENSG00000128604|IRF5	-0.004509091	2.98892e-05	AD	Control	160
ENSG00000128606|LRRC17	-0.04047748	2.38155e-05	AD	Control	160
ENSG00000128617|OPN1SW	0.031979966	2.47566e-05	AD	Control	160
ENSG00000068903|SIRT2	-0.130730093	5.46191e-06	AD	Control	160
ENSG00000128652|HOXD3	-1.027353038	9.43369e-11	AD	Control	160
ENSG00000128654|MTX2	-0.112843346	7.15082e-06	AD	Control	160
ENSG00000128709|HOXD9	-0.190748221	3.06673e-05	AD	Control	160
ENSG00000128710|HOXD10	-0.09670337	3.06673e-05	AD	Control	160
ENSG00000128713|HOXD11	0.03257214	3.06673e-05	AD	Control	160
ENSG00000128805|ARHGAP22	-0.464251193	3.33513e-11	AD	Control	160
ENSG00000033800|PIAS1	0.088365535	9.88608e-07	AD	Control	160
ENSG00000092531|SNAP23	0.116964974	4.85349e-06	AD	Control	160
ENSG00000128872|TMOD2	0.111666689	8.20855e-06	AD	Control	160
ENSG00000137776|SLTM	-0.140643728	8.80787e-07	AD	Control	160
ENSG00000128917|DLL4	0.365937377	9.91707e-07	AD	Control	160
ENSG00000128918|ALDH1A2	0.162598903	6.61523e-06	AD	Control	160
ENSG00000140264|SERF2	-0.246178199	3.42011e-07	AD	Control	160
ENSG00000128973|CLN6	-0.127677629	2.73753e-07	AD	Control	160
ENSG00000128989|ARPP19	-0.175335965	3.35542e-06	AD	Control	160
ENSG00000129003|VPS13C	0.001598212	3.02635e-05	AD	Control	160
ENSG00000129009|ISLR	0.563038029	5.78317e-11	AD	Control	160
ENSG00000129028|THAP10	-0.029405273	2.50812e-05	AD	Control	160
ENSG00000114019|AMOTL2	-0.080382762	1.58895e-05	AD	Control	160
ENSG00000129048|ACKR4	0.271689452	1.00712e-06	AD	Control	160
ENSG00000129071|MBD4	-0.140102772	1.00669e-08	AD	Control	160
ENSG00000129083|COPB1	0.103183191	3.23905e-07	AD	Control	160
ENSG00000129152|MYOD1	0.360038435	7.70953e-06	AD	Control	160
ENSG00000129167|TPH1	-0.33620318	1.21042e-07	AD	Control	160
ENSG00000129173|E2F8	-0.161611318	1.38376e-05	AD	Control	160
ENSG00000129194|SOX15	0.010103277	2.84608e-05	AD	Control	160
ENSG00000129195|PIMREG	-0.444917113	3.54214e-09	AD	Control	160
ENSG00000129204|USP6	-0.14219163	1.48959e-07	AD	Control	160
ENSG00000167840|ZNF232	-0.158440366	4.96674e-07	AD	Control	160
ENSG00000129221|AIPL1	-0.270215979	1.1476e-06	AD	Control	160
ENSG00000129226|CD68	-0.057928372	2.27828e-05	AD	Control	160
ENSG00000129235|TXNDC17	-0.108162487	1.92478e-06	AD	Control	160
ENSG00000129244|ATP1B2	0.225431696	2.4715e-06	AD	Control	160
ENSG00000129245|FXR2	0.035148046	1.46558e-05	AD	Control	160
ENSG00000129255|MPDU1	0.062209287	3.9625e-06	AD	Control	160
ENSG00000129295|LRRC6	-0.075343238	1.59187e-05	AD	Control	160
ENSG00000213339|QTRT1	-0.514916961	5.68375e-12	AD	Control	160
ENSG00000129351|ILF3	-0.083366564	7.26126e-08	AD	Control	160
ENSG00000129354|AP1M2	0.069712497	1.97831e-05	AD	Control	160
ENSG00000104626|ERI1	0.034865541	1.98e-05	AD	Control	160
ENSG00000105472|CLEC11A	-0.362821294	2.44484e-09	AD	Control	160
ENSG00000129450|SIGLEC9	-0.051530506	2.62747e-05	AD	Control	160
ENSG00000269741|AC011473.4	-0.1968627	3.06673e-05	AD	Control	160
ENSG00000100968|NFATC4	-0.00330346	3.03457e-05	AD	Control	160
ENSG00000100890|KIAA0391	0.110246768	1.96814e-06	AD	Control	160
ENSG00000092208|GEMIN2	-0.214155472	1.14409e-16	AD	Control	160
ENSG00000100867|DHRS2	-0.125821355	9.56322e-06	AD	Control	160
ENSG00000129473|BCL2L2	-0.159845203	1.9404e-07	AD	Control	160
ENSG00000129484|PARP2	-0.14453904	1.80177e-06	AD	Control	160
ENSG00000129514|FOXA1	0.216013816	1.71083e-05	AD	Control	160
ENSG00000129518|EAPP	-0.036457654	1.81967e-05	AD	Control	160
ENSG00000129521|EGLN3	0.187065936	1.62031e-06	AD	Control	160
ENSG00000165782|PIP4P1	-0.018910757	2.38047e-05	AD	Control	160
ENSG00000129559|NEDD8	-0.170811242	1.71817e-07	AD	Control	160
ENSG00000129562|DAD1	0.089921144	4.14419e-06	AD	Control	160
ENSG00000129596|CDO1	0.103422021	7.91717e-06	AD	Control	160
ENSG00000127314|RAP1B	0.205420928	8.49609e-09	AD	Control	160
ENSG00000174837|ADGRE1	0.053107634	2.61984e-05	AD	Control	160
ENSG00000129673|AANAT	-0.323667747	1.36792e-06	AD	Control	160
ENSG00000129675|ARHGEF6	0.423391574	5.83647e-11	AD	Control	160
ENSG00000129744|ART1	0.122734663	2.40277e-05	AD	Control	160
ENSG00000129749|CHRNA10	-0.117248067	1.57903e-05	AD	Control	160
ENSG00000129824|RPS4Y1	-0.417397536	1.74449e-05	AD	Control	160
ENSG00000138834|MAPK8IP3	-0.140575567	2.66193e-07	AD	Control	160
ENSG00000099875|MKNK2	0.167642295	9.18432e-06	AD	Control	160
ENSG00000129911|KLF16	-0.121816525	7.20172e-06	AD	Control	160
ENSG00000129925|TMEM8A	0.078188884	5.10988e-06	AD	Control	160
ENSG00000129968|ABHD17A	-0.244924965	9.99729e-08	AD	Control	160
ENSG00000103449|SALL1	0.21869572	1.57909e-06	AD	Control	160
ENSG00000100722|ZC3H14	0.011591654	2.56126e-05	AD	Control	160
ENSG00000041515|MYO16	-0.183180052	5.35832e-06	AD	Control	160
ENSG00000074695|LMAN1	0.19855686	1.07838e-07	AD	Control	160
ENSG00000075188|NUP37	0.11258321	2.75897e-06	AD	Control	160
ENSG00000104093|DMXL2	-0.201102706	3.71814e-07	AD	Control	160
ENSG00000134755|DSC2	0.363787339	2.26334e-07	AD	Control	160
ENSG00000013523|ANGEL1	0.0343848	1.78991e-05	AD	Control	160
ENSG00000020577|SAMD4A	0.392777255	3.88656e-08	AD	Control	160
ENSG00000132199|ENOSF1	-0.891823411	8.39627e-14	AD	Control	160
ENSG00000070729|CNGB1	-0.534693264	6.65857e-07	AD	Control	160
ENSG00000102543|CDADC1	-0.042356553	1.6776e-05	AD	Control	160
ENSG00000102452|NALCN	-0.146942642	1.27545e-06	AD	Control	160
ENSG00000103544|VPS35L	-0.102292057	4.48922e-07	AD	Control	160
ENSG00000116641|DOCK7	0.228464649	6.48984e-08	AD	Control	160
ENSG00000262246|CORO7	-0.205569817	1.29005e-07	AD	Control	160
ENSG00000103184|SEC14L5	-0.318600997	4.91068e-08	AD	Control	160
ENSG00000099814|CEP170B	-0.099129609	1.25526e-05	AD	Control	160
ENSG00000092853|CLSPN	-0.016993335	2.90177e-05	AD	Control	160
ENSG00000105717|PBX4	-0.256945813	1.20128e-06	AD	Control	160
ENSG00000108406|DHX40	0.167978552	6.00511e-09	AD	Control	160
ENSG00000104047|DTWD1	0.112104441	1.62582e-07	AD	Control	160
ENSG00000159905|ZNF221	0.113862095	8.55762e-06	AD	Control	160
ENSG00000099822|HCN2	-0.022718566	2.52835e-05	AD	Control	160
ENSG00000065268|WDR18	-0.332046887	2.83278e-10	AD	Control	160
ENSG00000117154|IGSF21	-0.073287948	1.4722e-05	AD	Control	160
ENSG00000132207|SLX1A	-0.183467102	2.60115e-06	AD	Control	160
ENSG00000108506|INTS2	-0.007617749	2.81545e-05	AD	Control	160
ENSG00000100441|KHNYN	0.216387224	5.35529e-07	AD	Control	160
ENSG00000090661|CERS4	-0.023040333	2.58431e-05	AD	Control	160
ENSG00000103067|ESRP2	-0.18981205	7.52205e-06	AD	Control	160
ENSG00000104974|LILRA1	-0.162070111	1.94825e-05	AD	Control	160
ENSG00000239998|LILRA2	-0.074489186	1.91455e-05	AD	Control	160
ENSG00000037042|TUBG2	-0.262406667	2.39895e-11	AD	Control	160
ENSG00000131462|TUBG1	-0.045203886	1.96037e-05	AD	Control	160
ENSG00000134365|CFHR4	-0.710466607	2.20887e-06	AD	Control	160
ENSG00000105193|RPS16	-0.191693654	1.42936e-06	AD	Control	160
ENSG00000105613|MAST1	-0.035449117	2.54882e-05	AD	Control	160
ENSG00000105520|PLPPR2	-0.076255251	8.15267e-06	AD	Control	160
ENSG00000198203|SULT1C2	0.274678534	2.92702e-06	AD	Control	160
ENSG00000109805|NCAPG	-0.079658022	2.11854e-05	AD	Control	160
ENSG00000152061|RABGAP1L	-0.037311472	1.99331e-05	AD	Control	160
ENSG00000117868|ESYT2	0.17047363	1.01925e-07	AD	Control	160
ENSG00000108839|ALOX12	-0.045564348	2.1706e-05	AD	Control	160
ENSG00000132879|FBXO44	-0.118503118	5.65868e-06	AD	Control	160
ENSG00000087116|ADAMTS2	0.870687133	2.3855300000000002e-23	AD	Control	160
ENSG00000103245|CIAO3	-0.146351992	7.81222e-08	AD	Control	160
ENSG00000188536|HBA2	-1.126955184	2.05508e-11	AD	Control	160
ENSG00000072756|TRNT1	-0.0319832	1.08831e-05	AD	Control	160
ENSG00000104213|PDGFRL	-0.714860999	5.22489e-09	AD	Control	160
ENSG00000067248|DHX29	-0.005224066	2.87974e-05	AD	Control	160
ENSG00000108771|DHX58	-0.260109042	1.288e-08	AD	Control	160
ENSG00000094796|KRT31	-0.493071178	1.84411e-05	AD	Control	160
ENSG00000131738|KRT33B	-0.485853119	1.88722e-06	AD	Control	160
ENSG00000114054|PCCB	-0.118146291	3.3964e-06	AD	Control	160
ENSG00000112379|ARFGEF3	-0.027935396	2.37075e-05	AD	Control	160
ENSG00000085982|USP40	-0.213686183	4.2527e-07	AD	Control	160
ENSG00000004766|VPS50	-0.104961754	9.71736e-06	AD	Control	160
ENSG00000114520|SNX4	-0.111989099	2.15358e-06	AD	Control	160
ENSG00000114547|ROPN1B	-0.088420941	1.6648e-05	AD	Control	160
ENSG00000083307|GRHL2	-0.089360402	1.40137e-05	AD	Control	160
ENSG00000104450|SPAG1	0.367245935	8.07708e-12	AD	Control	160
ENSG00000048392|RRM2B	0.069493046	1.01242e-05	AD	Control	160
ENSG00000008853|RHOBTB2	-0.069741495	1.65659e-05	AD	Control	160
ENSG00000132155|RAF1	0.120738217	3.61168e-07	AD	Control	160
ENSG00000095627|TDRD1	0.126909022	1.50444e-05	AD	Control	160
ENSG00000042429|MED17	0.083932248	1.75262e-06	AD	Control	160
ENSG00000107036|RIC1	0.17860293	4.60252e-07	AD	Control	160
ENSG00000102098|SCML2	-0.068248756	1.46015e-05	AD	Control	160
ENSG00000095110|NXPE1	0.015192432	2.95944e-05	AD	Control	160
ENSG00000101901|ALG13	-0.13206247	2.49053e-07	AD	Control	160
ENSG00000074319|TSG101	0.056631266	4.6114e-06	AD	Control	160
ENSG00000100065|CARD10	0.113113149	1.47679e-05	AD	Control	160
ENSG00000100364|KIAA0930	-0.112204195	1.11097e-05	AD	Control	160
ENSG00000101452|DHX35	-0.084830319	2.50058e-06	AD	Control	160
ENSG00000100991|TRPC4AP	-0.133702841	5.32187e-08	AD	Control	160
ENSG00000025708|TYMP	-0.481078349	9.69579e-07	AD	Control	160
ENSG00000088854|C20orf194	0.009597566	2.69489e-05	AD	Control	160
ENSG00000049540|ELN	-0.164265038	8.24687e-06	AD	Control	160
ENSG00000077800|FKBP6	-0.170810819	3.49426e-06	AD	Control	160
ENSG00000112659|CUL9	-0.294125281	3.81192e-08	AD	Control	160
ENSG00000106526|ACTR3C	0.057366947	2.00886e-05	AD	Control	160
ENSG00000253159|PCDHGA12	0.684190969	7.94475e-11	AD	Control	160
ENSG00000240764|PCDHGC5	-0.259493913	8.55486e-06	AD	Control	160
ENSG00000113119|TMCO6	-0.041179355	1.56357e-05	AD	Control	160
ENSG00000131495|NDUFA2	-0.27965144	2.38103e-10	AD	Control	160
ENSG00000110344|UBE4A	0.046066574	1.14771e-05	AD	Control	160
ENSG00000100227|POLDIP3	0.292283834	3.7197e-12	AD	Control	160
ENSG00000243156|MICAL3	-0.074232295	1.53803e-05	AD	Control	160
ENSG00000099899|TRMT2A	-0.207630233	6.04734e-09	AD	Control	160
ENSG00000100056|ESS2	-0.092874084	2.70643e-06	AD	Control	160
ENSG00000137185|ZSCAN9	-0.124577622	2.50943e-06	AD	Control	160
ENSG00000189298|ZKSCAN3	-0.14250513	1.52636e-07	AD	Control	160
ENSG00000204516|MICB	0.210659422	1.52541e-05	AD	Control	160
ENSG00000186081|KRT5	-0.972698132	6.74271e-09	AD	Control	160
ENSG00000167768|KRT1	-0.59624462	1.05073e-06	AD	Control	160
ENSG00000170454|KRT75	-0.79956585	3.06673e-05	AD	Control	160
ENSG00000185479|KRT6B	0.140430265	3.06673e-05	AD	Control	160
ENSG00000133884|DPF2	-0.104577882	2.55748e-06	AD	Control	160
ENSG00000130005|GAMT	-0.513496834	1.8993e-13	AD	Control	160
ENSG00000130035|GALNT8	-0.1019826	9.22687e-06	AD	Control	160
ENSG00000130037|KCNA5	0.055657413	2.13106e-05	AD	Control	160
ENSG00000130038|CRACR2A	0.096977775	5.10988e-06	AD	Control	160
ENSG00000157778|PSMG3	-0.323288457	3.87077e-09	AD	Control	160
ENSG00000130052|STARD8	0.214172198	1.55552e-06	AD	Control	160
ENSG00000130054|FAM155B	0.209670178	6.50418e-07	AD	Control	160
ENSG00000130159|ECSIT	-0.12533423	2.27498e-06	AD	Control	160
ENSG00000130164|LDLR	0.212988003	1.29922e-06	AD	Control	160
ENSG00000130165|ELOF1	-0.108820694	3.27636e-06	AD	Control	160
ENSG00000130173|ANGPTL8	-0.280680153	4.30942e-06	AD	Control	160
ENSG00000130176|CNN1	0.087629293	9.49858e-06	AD	Control	160
ENSG00000130177|CDC16	-0.138080803	2.19471e-07	AD	Control	160
ENSG00000130182|ZSCAN10	0.338300421	2.88947e-06	AD	Control	160
ENSG00000130202|NECTIN2	0.137597299	6.64872e-06	AD	Control	160
ENSG00000130203|APOE	-0.059245861	2.09446e-05	AD	Control	160
ENSG00000130204|TOMM40	-0.147492423	2.73659e-07	AD	Control	160
ENSG00000234906|APOC2	-0.430140163	1.61889e-07	AD	Control	160
ENSG00000151360|ALLC	1.635348785	3.41005e-14	AD	Control	160
ENSG00000130222|GADD45G	0.292458757	2.18666e-06	AD	Control	160
ENSG00000130227|XPO7	0.10866461	2.57214e-07	AD	Control	160
ENSG00000130234|ACE2	-0.36720726	1.41699e-05	AD	Control	160
ENSG00000203485|INF2	-0.50571715	1.17203e-10	AD	Control	160
ENSG00000130244|FAM98C	-0.220473554	2.81145e-10	AD	Control	160
ENSG00000130254|SAFB2	-0.127294601	6.05188e-06	AD	Control	160
ENSG00000130287|NCAN	0.363692411	3.39493e-08	AD	Control	160
ENSG00000130300|PLVAP	-0.565476901	9.27295e-09	AD	Control	160
ENSG00000130303|BST2	-0.001174483	3.05443e-05	AD	Control	160
ENSG00000130305|NSUN5	-0.158790576	1.23944e-08	AD	Control	160
ENSG00000130304|SLC27A1	-0.18250707	1.28031e-06	AD	Control	160
ENSG00000130307|USHBP1	-0.017203068	2.75972e-05	AD	Control	160
ENSG00000130309|COLGALT1	0.163209869	1.90864e-06	AD	Control	160
ENSG00000130312|MRPL34	0.075535788	8.11128e-06	AD	Control	160
ENSG00000130313|PGLS	-0.080159393	8.44556e-06	AD	Control	160
ENSG00000130332|LSM7	-0.168296301	2.00531e-07	AD	Control	160
ENSG00000130368|MAS1	-0.558718458	2.30815e-07	AD	Control	160
ENSG00000130382|MLLT1	0.02633497	2.23473e-05	AD	Control	160
ENSG00000130383|FUT5	-0.502047425	6.64011e-06	AD	Control	160
ENSG00000130385|BMP15	-0.104785134	3.06673e-05	AD	Control	160
ENSG00000130402|ACTN4	0.090764876	2.17351e-06	AD	Control	160
ENSG00000130414|NDUFA10	-0.305045502	1.20021e-14	AD	Control	160
ENSG00000197343|ZNF655	-0.067757139	3.20788e-06	AD	Control	160
ENSG00000130427|EPO	-0.51975656	6.64729e-07	AD	Control	160
ENSG00000130429|ARPC1B	-0.0276718	2.60967e-05	AD	Control	160
ENSG00000130433|CACNG6	0.095004807	1.8096e-05	AD	Control	160
ENSG00000130449|ZSWIM6	0.155715311	1.2476e-06	AD	Control	160
ENSG00000130475|FCHO1	-0.235435548	1.95304e-06	AD	Control	160
ENSG00000130489|SCO2	-0.07854926	1.03254e-05	AD	Control	160
ENSG00000169951|ZNF764	-0.079480697	8.47335e-07	AD	Control	160
ENSG00000169955|ZNF747	0.005166999	2.79964e-05	AD	Control	160
ENSG00000130508|PXDN	-0.027216474	2.51056e-05	AD	Control	160
ENSG00000130513|GDF15	0.427895848	2.91139e-07	AD	Control	160
ENSG00000130517|PGPEP1	-0.129841737	6.92089e-06	AD	Control	160
ENSG00000130520|LSM4	-0.272813488	6.44311e-10	AD	Control	160
ENSG00000130522|JUND	-0.191573277	2.27313e-06	AD	Control	160
ENSG00000130528|HRC	-0.331904178	9.56517e-07	AD	Control	160
ENSG00000130529|TRPM4	-0.113279847	5.47417e-06	AD	Control	160
ENSG00000130544|ZNF557	-0.137645868	3.37964e-08	AD	Control	160
ENSG00000130558|OLFM1	-0.268597431	8.56301e-07	AD	Control	160
ENSG00000105245|NUMBL	-0.021551926	2.57561e-05	AD	Control	160
ENSG00000130598|TNNI2	-0.01240396	2.96938e-05	AD	Control	160
ENSG00000130612|CYP2G1P	-0.24706319	2.68351e-06	AD	Control	160
ENSG00000130638|ATXN10	-0.085612577	1.20097e-05	AD	Control	160
ENSG00000130640|TUBGCP2	-0.332655213	5.14678e-10	AD	Control	160
ENSG00000130643|CALY	-0.485244735	2.71285e-08	AD	Control	160
ENSG00000130649|CYP2E1	-0.393578293	1.87481e-08	AD	Control	160
ENSG00000130656|HBZ	-0.384199798	2.37568e-07	AD	Control	160
ENSG00000130675|MNX1	-1.152245552	1.56885e-07	AD	Control	160
ENSG00000130684|ZNF337	-0.205689406	4.30427e-09	AD	Control	160
ENSG00000239382|ALKBH6	-0.482638742	4.87648e-16	AD	Control	160
ENSG00000130695|CEP85	-0.171599951	2.63025e-06	AD	Control	160
ENSG00000130699|TAF4	-0.014910683	2.81589e-05	AD	Control	160
ENSG00000130700|GATA5	1.590653338	6.1945e-08	AD	Control	160
ENSG00000130701|RBBP8NL	-1.166011602	5.62554e-09	AD	Control	160
ENSG00000130702|LAMA5	-0.037213757	2.59022e-05	AD	Control	160
ENSG00000130706|ADRM1	-0.041195731	1.57334e-05	AD	Control	160
ENSG00000130711|PRDM12	-0.305038233	1.08796e-06	AD	Control	160
ENSG00000130725|UBE2M	-0.170746582	2.70439e-07	AD	Control	160
ENSG00000130726|TRIM28	-0.098039774	4.06899e-06	AD	Control	160
ENSG00000130733|YIPF2	-0.09358264	4.06015e-06	AD	Control	160
ENSG00000130741|EIF2S3	-0.016688417	2.23172e-05	AD	Control	160
ENSG00000130748|TMEM160	-0.228282296	8.3999e-07	AD	Control	160
ENSG00000130749|ZC3H4	-0.083531589	2.63747e-06	AD	Control	160
ENSG00000130755|GMFG	-0.192651892	1.27984e-06	AD	Control	160
ENSG00000130758|MAP3K10	0.055708106	1.75112e-05	AD	Control	160
ENSG00000130766|SESN2	0.286491334	3.19194e-08	AD	Control	160
ENSG00000130783|CCDC62	0.044981353	2.11622e-05	AD	Control	160
ENSG00000130787|HIP1R	-0.284034485	2.196e-07	AD	Control	160
ENSG00000105364|MRPL4	-0.094181388	1.3192e-06	AD	Control	160
ENSG00000130810|PPAN	-0.130509348	2.49587e-07	AD	Control	160
ENSG00000130811|EIF3G	-0.136537629	5.93342e-07	AD	Control	160
ENSG00000130812|ANGPTL6	-0.288074261	7.98766e-08	AD	Control	160
ENSG00000130813|C19orf66	-0.109490549	1.07308e-06	AD	Control	160
ENSG00000130818|ZNF426	0.097806998	8.04303e-07	AD	Control	160
ENSG00000130821|SLC6A8	-0.100716099	1.05448e-05	AD	Control	160
ENSG00000130844|ZNF331	-0.042206967	1.39729e-05	AD	Control	160
ENSG00000130856|ZNF236	0.045161216	1.62196e-05	AD	Control	160
ENSG00000130876|SLC7A10	0.101604012	1.70745e-05	AD	Control	160
ENSG00000130881|LRP3	0.021376352	2.62176e-05	AD	Control	160
ENSG00000130921|C12orf65	0.000424565	3.04739e-05	AD	Control	160
ENSG00000105447|GRWD1	0.074883918	6.41601e-06	AD	Control	160
ENSG00000130935|NOL11	-0.143787529	8.02414e-07	AD	Control	160
ENSG00000130939|UBE4B	-0.085310264	2.79091e-06	AD	Control	160
ENSG00000130943|PKDREJ	-0.048558261	2.57543e-05	AD	Control	160
ENSG00000130950|NUTM2F	0.348211216	1.1767e-05	AD	Control	160
ENSG00000130958|SLC35D2	-0.247698963	1.85255e-06	AD	Control	160
ENSG00000131002|TXLNGY	-0.477460144	1.32797e-05	AD	Control	160
ENSG00000131013|PPIL4	0.029073966	2.10486e-05	AD	Control	160
