MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
PRR16|ENSG00000184838	ad	control	687.00	-0.654	0.5134	++++++------+-
RPS18|ENSG00000235650	ad	control	687.00	-1.343	0.1794	-------+++-+--
PPIAP65|ENSG00000233428	ad	control	62.00	-0.191	0.8481	?????-??-?????
AKNA|ENSG00000106948	ad	control	235.00	-1.545	0.1224	-----++++?????
ABCB11|ENSG00000276582	ad	control	124.00	0.469	0.6388	?????+-+-?????
LOC100192426|ENSG00000266149	ad	control	93.00	0.106	0.9158	??????-+-?????
PPP2R3A|ENSG00000073711	ad	control	687.00	2.477	0.01324	-++-++++++++++
HTR2C|ENSG00000147246	ad	control	659.00	0.470	0.6385	+++++----++++?
HCLS1|ENSG00000180353	ad	control	687.00	-2.780	0.005432	+----------+--
ABCC12|ENSG00000140798	ad	control	263.00	2.142	0.03218	+++++-+--????+
RBPMS|ENSG00000157110	ad	control	235.00	-0.872	0.383	-------++?????
LOC124900430|ENSG00000200237	ad	control	124.00	0.863	0.388	?????-+++?????
CT70|ENSG00000230013	ad	control	124.00	-0.039	0.969	?????+-+-?????
ISCA2|ENSG00000165898	ad	control	687.00	0.026	0.9793	++++------++++
LINC00706|ENSG00000281186	ad	control	548.00	1.858	0.06323	?????++++++++?
SLC35A3|ENSG00000117620	ad	control	687.00	0.686	0.4925	+++-+----++++-
LOC105373514|ENSG00000286101	ad	control	124.00	0.106	0.9157	?????-+++?????
ENTPD1-AS1|ENSG00000226688	ad	control	615.00	-0.146	0.8835	????++-++-+-+-
ERICH2-DT|ENSG00000234350	ad	control	648.00	0.024	0.9811	-++-?+---+-+++
MAP3K9-DT|ENSG00000259153	ad	control	648.00	0.628	0.5299	+++-?----++-++
UNGP1|ENSG00000260818	ad	control	486.00	0.404	0.6862	??????+?+-++-?
WDR75|ENSG00000115368	ad	control	687.00	2.623	0.008713	+++++----+++++
LAP3|ENSG00000002549	ad	control	235.00	-1.018	0.3086	++-++----?????
SF3A3P2|ENSG00000254449	ad	control	424.00	-1.317	0.1879	?????????-+--?
HMGA1P7|ENSG00000216753	ad	control	124.00	-0.373	0.7093	?????--+-?????
GVINP1|ENSG00000254838	ad	control	163.00	0.312	0.755	????+---+?????
SECISBP2|ENSG00000187742	ad	control	687.00	2.813	0.004913	+++++++++++++-
ADGRD1|ENSG00000111452	ad	control	263.00	-4.426	9.61e-06	-------+-????-
LINC01393|ENSG00000225535	ad	control	93.00	-0.008	0.9939	??????+-+?????
LINC02594|ENSG00000267440	ad	control	124.00	-0.326	0.7446	?????----?????
SLC52A2|ENSG00000185803	ad	control	687.00	-2.972	0.002958	-+------------
CDT1|ENSG00000167513	ad	control	263.00	-2.568	0.01022	----+----????+
HTD2|ENSG00000255154	ad	control	132.00	-0.840	0.401	????-?---?????
CIAO1|ENSG00000144021	ad	control	687.00	1.677	0.09354	+++++----++-++
MYRFL|ENSG00000166268	ad	control	196.00	-1.673	0.09427	----?--+-?????
SMC1A|ENSG00000072501	ad	control	659.00	-1.027	0.3046	-----++++--+-?
CAAP1|ENSG00000120159	ad	control	687.00	-0.082	0.9345	++++----+++++-
RPL10AP13|ENSG00000267585	ad	control	424.00	-0.611	0.5409	?????????-+--?
PRDM13|ENSG00000112238	ad	control	62.00	0.187	0.8516	??????+?-?????
CCDC188|ENSG00000234409	ad	control	196.00	-0.061	0.9516	-+-+?+---?????
BBS5|ENSG00000163093	ad	control	687.00	-0.167	0.8677	+++++--------+
SLC39A4|ENSG00000285243	ad	control	263.00	0.074	0.9407	+-++--+--????+
FAAHP1|ENSG00000232022	ad	control	124.00	-0.963	0.3358	?????-+--?????
POLR3K|ENSG00000161980	ad	control	687.00	1.159	0.2466	+++++----++-++
ZNF622|ENSG00000173545	ad	control	687.00	2.128	0.03336	-++++--++--+-+
RPS6KA5|ENSG00000100784	ad	control	687.00	0.902	0.3671	-+++--+++-++--
NHERF2|ENSG00000065054	ad	control	687.00	-3.002	0.00268	-------++-----
ASCC1|ENSG00000138303	ad	control	687.00	-0.819	0.4128	-----++++-+++-
LINC00885|ENSG00000224652	ad	control	31.00	0.382	0.7027	??????+???????
LOC101927879|ENSG00000283458	ad	control	124.00	-2.922	0.003474	?????----?????
GABPB1|ENSG00000104064	ad	control	687.00	0.374	0.7087	+++-+------++-
TIMM10|ENSG00000134809	ad	control	687.00	1.886	0.05935	+++++----+-+++
MCTP2|ENSG00000140563	ad	control	687.00	0.973	0.3305	-+++++--++++-+
ATAD2|ENSG00000156802	ad	control	687.00	-0.172	0.8633	-----+-++---+-
HNRNPA1P65|ENSG00000248444	ad	control	62.00	-0.338	0.7354	??????--??????
FOXO6-AS1|ENSG00000281876	ad	control	121.00	1.378	0.1681	??????--+????+
HMGN1P38|ENSG00000253954	ad	control	62.00	0.211	0.8331	?????+??+?????
SNORD115-10|ENSG00000201943	ad	control	31.00	-0.083	0.9338	????????-?????
HOMER3-AS1|ENSG00000269019	ad	control	576.00	-0.765	0.4443	?????--++--+--
POLRMTP1|ENSG00000266066	ad	control	124.00	0.230	0.818	?????++--?????
SNORD115-38|ENSG00000201907	ad	control	62.00	-0.129	0.8971	?????-??-?????
LOC107985535|ENSG00000235091	ad	control	124.00	-0.908	0.364	?????-+--?????
SMYD4|ENSG00000186532	ad	control	687.00	-1.485	0.1375	----+-+++--+-+
HEATR5B|ENSG00000008869	ad	control	687.00	1.828	0.06751	++++-+-+-+++++
SEPTIN10|ENSG00000186522	ad	control	235.00	-0.406	0.6846	-----++++?????
EXTL1|ENSG00000158008	ad	control	687.00	1.519	0.1288	-++++----+---+
RPL23P2|ENSG00000176054	ad	control	548.00	-0.369	0.712	?????-+---+++?
P4HA2|ENSG00000072682	ad	control	235.00	-3.301	0.000963	---------?????
APOM|ENSG00000206409	ad	control	224.00	-4.093	4.265e-05	----?----????+
WDTC1|ENSG00000142784	ad	control	235.00	-0.012	0.9908	-----++++?????
AP2B1|ENSG00000006125	ad	control	687.00	2.531	0.01136	+++++--+-+++++
RAB4A|ENSG00000168118	ad	control	687.00	0.956	0.3391	+++--+-++++++-
MAGEC3|ENSG00000165509	ad	control	620.00	2.532	0.01134	+++-?++++++++?
FUT8|ENSG00000033170	ad	control	235.00	1.843	0.06533	-+++-++++?????
SLC51B|ENSG00000186198	ad	control	152.00	-0.784	0.4333	?????++--????-
TACC1P1|ENSG00000224920	ad	control	31.00	-0.131	0.8958	??????-???????
TTC21B-AS1|ENSG00000224490	ad	control	452.00	0.352	0.7252	?????????++++-
MLKL|ENSG00000168404	ad	control	687.00	-1.785	0.07423	-----+-++--+--
BTD|ENSG00000169814	ad	control	235.00	1.613	0.1068	++++-++++?????
SEMA3F-AS1|ENSG00000235016	ad	control	615.00	-2.367	0.01794	????--+-------
PLA2G4A|ENSG00000116711	ad	control	687.00	-1.330	0.1835	+--+------+++-
PIERCE2|ENSG00000261652	ad	control	648.00	1.109	0.2675	++++?++------+
ST13P12|ENSG00000248400	ad	control	455.00	0.401	0.6881	????????-++++?
NPM1P47|ENSG00000259466	ad	control	31.00	-0.145	0.8844	??????-???????
RPL22L1|ENSG00000163584	ad	control	687.00	-1.022	0.307	++++------+++-
MAPK10|ENSG00000109339	ad	control	235.00	2.649	0.008082	++++++-+-?????
LINC02976|ENSG00000231113	ad	control	124.00	-0.524	0.6001	?????--+-?????
LINC01907|ENSG00000226125	ad	control	124.00	1.560	0.1187	?????-+++?????
RN7SL449P|ENSG00000242889	ad	control	31.00	0.107	0.9149	??????+???????
ASB10|ENSG00000146926	ad	control	31.00	0.215	0.8298	????????+?????
RN7SL239P|ENSG00000242999	ad	control	31.00	-0.069	0.9451	????????-?????
SNRNP27|ENSG00000124380	ad	control	687.00	1.334	0.1822	+++++----+++++
LRP12|ENSG00000147650	ad	control	687.00	1.270	0.2039	+++++----++-++
RUBCNL|ENSG00000102445	ad	control	687.00	-0.429	0.6682	++-+-----+--++
BTBD2|ENSG00000133243	ad	control	687.00	-0.424	0.6714	----+++--+---+
DOC2GP|ENSG00000231793	ad	control	124.00	1.571	0.1163	?????-+++?????
DMRTC1|ENSG00000269502	ad	control	455.00	-0.441	0.6594	???????+?++-+?
RPS3|ENSG00000149273	ad	control	687.00	-0.927	0.3541	-------++--+--
RTN4|ENSG00000115310	ad	control	687.00	1.895	0.05809	+++++----+++++
SH3GL1P1|ENSG00000266777	ad	control	587.00	-2.028	0.04258	????--+-+----?
PCDHGC5|ENSG00000240764	ad	control	687.00	2.415	0.01574	+++++----++-++
RHOQP3|ENSG00000230756	ad	control	124.00	0.411	0.6814	?????+-++?????
CNR1|ENSG00000118432	ad	control	235.00	-0.124	0.9014	+++++----?????
RNF207|ENSG00000158286	ad	control	235.00	-1.340	0.1801	----+-+--?????
STOML1|ENSG00000067221	ad	control	687.00	2.158	0.03095	+++++----+---+
DDX20P1|ENSG00000276662	ad	control	424.00	0.474	0.6356	?????????-+++?
MORF4L1|ENSG00000185787	ad	control	687.00	2.104	0.03537	++++++-++++++-
CRTAP|ENSG00000170275	ad	control	687.00	-2.511	0.01204	-----++++--++-
SMS|ENSG00000102172	ad	control	235.00	-1.755	0.07934	++++-----?????
HERPUD2-AS1|ENSG00000271122	ad	control	615.00	0.803	0.4221	????++-++++++-
IFNA13|ENSG00000233816	ad	control	124.00	0.696	0.4867	?????++++?????
FAM238C|ENSG00000290706	ad	control	424.00	-0.554	0.5798	?????????+--+?
IGLV3-19|ENSG00000211663	ad	control	93.00	-0.077	0.9389	??????-+-?????
ZNF134|ENSG00000213762	ad	control	687.00	1.738	0.08219	+++++++++++++-
TMEM132D-AS1|ENSG00000249196	ad	control	545.00	0.675	0.4995	?????--?-+--++
DCAF4L2|ENSG00000176566	ad	control	124.00	-0.364	0.7157	?????----?????
UTRN|ENSG00000152818	ad	control	687.00	-2.759	0.005802	-----+-++--+--
LOC100128310|ENSG00000179253	ad	control	93.00	-0.063	0.95	??????++-?????
RPL39P17|ENSG00000231362	ad	control	455.00	-0.721	0.4712	??????-??+---?
LRRC51|ENSG00000184154	ad	control	235.00	-1.694	0.09021	-----+-++?????
ITGB1P1|ENSG00000269378	ad	control	548.00	1.729	0.08385	?????-+++-+++?
CFAP91|ENSG00000183833	ad	control	687.00	-0.669	0.5032	--+-+-+-----++
MIR320D1|ENSG00000211491	ad	control	124.00	0.406	0.6849	?????--++?????
SOX9|ENSG00000125398	ad	control	235.00	-3.121	0.001805	------+--?????
LOC100421787|ENSG00000223593	ad	control	31.00	-0.009	0.9932	????????-?????
ZNF394|ENSG00000160908	ad	control	687.00	-1.780	0.075	-----++++-++--
MARF1|ENSG00000277140	ad	control	687.00	2.410	0.01597	+++++++++++-+-
ATP6V0D1|ENSG00000159720	ad	control	235.00	0.798	0.4249	+++++----?????
LOC102723451|ENSG00000277277	ad	control	463.00	0.539	0.5895	????+????++--?
TCHP|ENSG00000139437	ad	control	687.00	0.285	0.7757	-----++++-++--
GARIN6|ENSG00000180219	ad	control	496.00	-0.403	0.6871	--++?????+--+?
SLC28A3|ENSG00000197506	ad	control	93.00	-0.686	0.4928	?????-?--?????
CCNE1|ENSG00000105173	ad	control	687.00	1.534	0.125	+++++-+-----++
LINC00930|ENSG00000258647	ad	control	196.00	-1.646	0.09984	----?+++-?????
RBBP5|ENSG00000117222	ad	control	687.00	-1.023	0.3063	+++------++-++
LINC02875|ENSG00000187013	ad	control	124.00	1.211	0.2258	?????+-++?????
TRIM41|ENSG00000146063	ad	control	687.00	-1.574	0.1156	----+++++--+--
PTH2R|ENSG00000144407	ad	control	687.00	2.439	0.01474	++++++---++-++
Y_RNA|ENSG00000206751	ad	control	31.00	0.368	0.713	????????+?????
VTI1A|ENSG00000151532	ad	control	687.00	-0.192	0.8479	--+-++-+++----
NEDD1|ENSG00000139350	ad	control	687.00	-1.500	0.1335	-----+-++-++--
EDDM13|ENSG00000267710	ad	control	196.00	-3.775	0.00016	----?----?????
FAM8A1|ENSG00000137414	ad	control	687.00	0.979	0.3274	++++++---++++-
AGBL5-AS1|ENSG00000231636	ad	control	124.00	-0.762	0.4463	?????---+?????
LOC105371430|ENSG00000284189	ad	control	31.00	-0.035	0.9717	???????-??????
CHRNA10|ENSG00000129749	ad	control	224.00	-0.902	0.3671	----?++++????-
ALG9|ENSG00000086848	ad	control	687.00	0.046	0.9631	+++++-------++
U2AF1L4|ENSG00000161265	ad	control	687.00	2.199	0.02786	+++++----+-+-+
FASTKD1|ENSG00000138399	ad	control	687.00	-0.023	0.9814	--+++++++++-+-
LINC02040|ENSG00000243149	ad	control	31.00	-0.130	0.8962	??????-???????
RANP8|ENSG00000233524	ad	control	124.00	0.939	0.3476	?????++++?????
PIAS3|ENSG00000131788	ad	control	687.00	-1.950	0.05114	---+-------+--
FBXO25|ENSG00000147364	ad	control	687.00	1.354	0.1757	+-+++--++-+++-
GFI1|ENSG00000162676	ad	control	124.00	0.633	0.5269	?????-+-+?????
CLCA4|ENSG00000016602	ad	control	235.00	5.727	1.021e-08	++---++++?????
OR7D2|ENSG00000188000	ad	control	548.00	0.099	0.9208	?????+-+-++-+?
LINC02877|ENSG00000237787	ad	control	93.00	0.009	0.9927	??????--+?????
ABI2|ENSG00000138443	ad	control	687.00	3.103	0.001917	+++++--+-++-++
OR7A19P|ENSG00000272963	ad	control	31.00	-0.154	0.8775	??????-???????
EDDM3A|ENSG00000181562	ad	control	31.00	0.216	0.829	????????+?????
ETF1P1|ENSG00000232141	ad	control	424.00	0.721	0.4707	?????????+++-?
PCSK6-AS1|ENSG00000259764	ad	control	452.00	0.021	0.9833	?????????-++--
IL20RA|ENSG00000016402	ad	control	263.00	-0.210	0.8337	+++--++--????-
ATP6V0A2|ENSG00000185344	ad	control	687.00	0.489	0.6246	+---++--+++++-
CHMP4C|ENSG00000164695	ad	control	152.00	-2.504	0.01226	?????--++????-
FMO4|ENSG00000076258	ad	control	687.00	-0.006	0.9955	+--+-++++-++--
LRRC8E|ENSG00000171017	ad	control	93.00	-1.098	0.272	??????---?????
APPBP2|ENSG00000062725	ad	control	235.00	2.100	0.03572	++++-+--+?????
MIR130AHG|ENSG00000254602	ad	control	124.00	-0.654	0.5132	?????--+-?????
KLF11|ENSG00000172059	ad	control	235.00	-1.434	0.1514	-------++?????
RPL30|ENSG00000156482	ad	control	235.00	-1.280	0.2005	-------++?????
SPAST|ENSG00000021574	ad	control	687.00	1.161	0.2458	--+----+++++++
PDGFB|ENSG00000100311	ad	control	656.00	-1.843	0.06536	-------?++-+--
PLCE1|ENSG00000138193	ad	control	235.00	-2.260	0.0238	-----++++?????
LPCAT2BP|ENSG00000233228	ad	control	93.00	-0.232	0.8163	?????-?+-?????
HSPD1P12|ENSG00000255964	ad	control	424.00	-0.194	0.8464	?????????+---?
RASL11B|ENSG00000128045	ad	control	687.00	1.990	0.04655	+++++--+-+++++
SFTPD-AS1|ENSG00000273372	ad	control	191.00	0.571	0.568	????++---????+
IPO8P1|ENSG00000224668	ad	control	587.00	0.083	0.9336	????+--+++--+?
TXNP5|ENSG00000228236	ad	control	124.00	0.369	0.7118	?????++--?????
SPTBN2|ENSG00000173898	ad	control	687.00	1.455	0.1457	+++++----+---+
SLC16A12-AS1|ENSG00000234452	ad	control	28.00	-3.662	0.00025	?????????????-
ARC|ENSG00000198576	ad	control	111.00	5.084	3.688e-07	+++++?????????
RNA5SP441|ENSG00000252618	ad	control	31.00	-0.096	0.9235	????????-?????
UBE2C|ENSG00000175063	ad	control	124.00	-0.988	0.323	?????---+?????
DRG1P2|ENSG00000240393	ad	control	132.00	-0.073	0.9421	????+?--+?????
PPP3CA|ENSG00000138814	ad	control	687.00	2.682	0.007323	+++++----++-++
LZTFL1|ENSG00000163818	ad	control	687.00	1.300	0.1936	++++++---++-++
BHLHE40|ENSG00000134107	ad	control	235.00	0.335	0.7379	+++++----?????
ZNF879|ENSG00000234284	ad	control	687.00	1.178	0.2389	-----++++-++--
TFAP2A|ENSG00000137203	ad	control	124.00	1.195	0.2322	?????+-++?????
MBL2|ENSG00000165471	ad	control	452.00	0.362	0.7171	?????????+++--
LINC02406|ENSG00000258144	ad	control	124.00	-0.114	0.9091	?????+-+-?????
WDR45P1|ENSG00000248208	ad	control	62.00	-0.311	0.7559	??????-?-?????
IL31|ENSG00000204671	ad	control	31.00	-0.011	0.9916	????????-?????
MUC20|ENSG00000278114	ad	control	235.00	-3.209	0.001332	-----++--?????
TMEM238|ENSG00000233493	ad	control	124.00	-0.327	0.744	?????-+--?????
GCSIR|ENSG00000232520	ad	control	152.00	-0.895	0.3707	?????----????+
SMG1P7|ENSG00000261556	ad	control	587.00	0.383	0.7019	????+++++----?
LOC728554|ENSG00000291113	ad	control	424.00	0.584	0.5589	?????????++++?
RPS3AP6|ENSG00000234797	ad	control	163.00	1.239	0.2154	????-++++?????
CAMLG|ENSG00000164615	ad	control	687.00	1.091	0.2751	+++++----+++++
RAPGEF4|ENSG00000091428	ad	control	235.00	1.090	0.2758	+++++----?????
SIGLEC7|ENSG00000168995	ad	control	152.00	-1.455	0.1458	?????+---????+
ADAMTSL4-AS2|ENSG00000237781	ad	control	124.00	-1.059	0.2897	?????----?????
RANGAP1|ENSG00000100401	ad	control	687.00	0.732	0.4639	-+++++++++----
MIR338|ENSG00000283604	ad	control	62.00	-0.405	0.6855	??????-?-?????
PFKP-DT|ENSG00000273001	ad	control	648.00	-1.101	0.271	+-+-?+-------+
LINC02349|ENSG00000259284	ad	control	124.00	0.176	0.8603	?????--++?????
CIC|ENSG00000079432	ad	control	235.00	0.326	0.7448	----+++++?????
EIF2AK3|ENSG00000172071	ad	control	235.00	1.901	0.05725	+++--+-++?????
CLCN7|ENSG00000103249	ad	control	687.00	-2.831	0.004635	-----++-------
MATR3|ENSG00000280987	ad	control	687.00	3.116	0.001834	+++++--+-+++++
MICALL2-DT|ENSG00000225981	ad	control	576.00	-3.144	0.001666	?????+--+-----
Y_RNA|ENSG00000201217	ad	control	31.00	-0.205	0.8373	??????-???????
TXNP6|ENSG00000234036	ad	control	455.00	-0.751	0.4525	????????++---?
LINC01215|ENSG00000271856	ad	control	124.00	-0.505	0.6137	?????---+?????
THSD4-AS1|ENSG00000259964	ad	control	615.00	-0.436	0.6629	????-----+-++-
LIPJ|ENSG00000204022	ad	control	124.00	-0.682	0.4954	?????-+--?????
BRD2|ENSG00000215077	ad	control	687.00	-0.254	0.7996	------++++----
LINC01111|ENSG00000254300	ad	control	62.00	0.115	0.9087	???????-+?????
RN7SL127P|ENSG00000242175	ad	control	62.00	-0.222	0.8245	??????-?-?????
CLTC|ENSG00000141367	ad	control	687.00	1.819	0.06892	+++++----++-++
LOC643348|ENSG00000231317	ad	control	31.00	-0.030	0.9764	????????-?????
LINC02405|ENSG00000249345	ad	control	124.00	0.319	0.7498	?????--++?????
COPZ1|ENSG00000111481	ad	control	687.00	0.685	0.4934	++++-----+++++
RBL1|ENSG00000080839	ad	control	687.00	-2.062	0.0392	-----++++-++--
RPS7|ENSG00000171863	ad	control	687.00	-0.284	0.7767	-+-+---+++++--
CYCSP34|ENSG00000176268	ad	control	548.00	0.420	0.6748	?????+++--+--?
FAM86B3P|ENSG00000291049	ad	control	587.00	0.078	0.9382	????+-------+?
ANKRA2|ENSG00000164331	ad	control	687.00	2.041	0.04123	---++-+--+++++
STAT1|ENSG00000115415	ad	control	235.00	1.914	0.05566	+++++----?????
SMPD4|ENSG00000292130	ad	control	687.00	-2.106	0.03517	----+++++-----
NBPF8|ENSG00000270231	ad	control	587.00	-2.180	0.02928	????--++-----?
LINC03011|ENSG00000237310	ad	control	235.00	-2.444	0.01451	----+----?????
ELOVL1|ENSG00000066322	ad	control	687.00	1.633	0.1025	-+++-++++-++-+
VEGFB|ENSG00000173511	ad	control	687.00	-3.720	0.0001993	-------++-----
ERRFI1|ENSG00000116285	ad	control	235.00	-1.650	0.09896	+++------?????
LINC02454|ENSG00000256268	ad	control	93.00	-0.427	0.6693	??????---?????
ADAM28|ENSG00000042980	ad	control	235.00	-0.839	0.4014	+--+-++++?????
MS4A14|ENSG00000166928	ad	control	224.00	-4.783	1.726e-06	----?++--????-
DNAAF2|ENSG00000165506	ad	control	687.00	-0.288	0.7732	--+-++---+++-+
RAX2|ENSG00000173976	ad	control	124.00	0.242	0.809	?????++--?????
PIGFP2|ENSG00000234881	ad	control	424.00	0.276	0.7827	?????????--++?
RCHY1|ENSG00000163743	ad	control	687.00	2.241	0.02503	++++++-+-++++-
RNR2|ENSG00000210082	ad	control	163.00	1.554	0.1203	????+--++?????
GDAP1|ENSG00000104381	ad	control	687.00	3.879	0.0001048	+++++----+++++
SLC25A3|ENSG00000075415	ad	control	687.00	2.658	0.007872	+++++----+++++
GPR107|ENSG00000148358	ad	control	687.00	0.123	0.9023	+---------++++
SMARCE1P5|ENSG00000230793	ad	control	548.00	-0.280	0.7798	?????++--+---?
NOSTRIN|ENSG00000163072	ad	control	687.00	0.056	0.9556	----+--++-+++-
STRN|ENSG00000115808	ad	control	687.00	2.947	0.003209	+++++-++++++++
DSCR8|ENSG00000198054	ad	control	31.00	-0.207	0.8359	?????-????????
LOC102723971|ENSG00000236543	ad	control	93.00	0.589	0.5555	??????+-+?????
TECRL|ENSG00000205678	ad	control	31.00	-0.067	0.9468	???????-??????
LOC117779438|ENSG00000227066	ad	control	124.00	-0.571	0.5681	?????---+?????
SPAG1|ENSG00000104450	ad	control	687.00	-1.050	0.2937	+-++-+-++-----
MIR4530|ENSG00000266559	ad	control	124.00	-0.292	0.7704	?????--+-?????
GAPVD1|ENSG00000165219	ad	control	687.00	1.605	0.1085	++++++-++++++-
LAIR1|ENSG00000278154	ad	control	687.00	-3.800	0.0001444	-----------+--
SNRPCP6|ENSG00000254683	ad	control	424.00	0.541	0.5884	?????????++++?
YBX1|ENSG00000065978	ad	control	687.00	-2.918	0.003518	-----++++--+--
IRS4|ENSG00000133124	ad	control	235.00	0.057	0.9544	--+--++++?????
FAM200A|ENSG00000221909	ad	control	687.00	0.986	0.3244	+-++-----+++++
C5orf63|ENSG00000164241	ad	control	687.00	0.541	0.5885	-----++++-+++-
LINC01269|ENSG00000258689	ad	control	62.00	0.276	0.7823	??????+?+?????
TMEM37|ENSG00000171227	ad	control	152.00	0.299	0.7652	?????---+????-
ATG16L1|ENSG00000281089	ad	control	687.00	1.391	0.1643	+++++----+-+++
RPLP0P6|ENSG00000213553	ad	control	163.00	-1.022	0.3067	????---++?????
P2RY10|ENSG00000078589	ad	control	124.00	0.476	0.6343	?????--++?????
TRPM2|ENSG00000142185	ad	control	235.00	-2.087	0.03685	----+----?????
HPR|ENSG00000261701	ad	control	687.00	-0.771	0.4409	------++-++++-
GLIPR1-AS1|ENSG00000257497	ad	control	124.00	-0.737	0.461	?????--+-?????
IQCC|ENSG00000160051	ad	control	687.00	0.127	0.899	+-+++----+--++
ELMOD3|ENSG00000115459	ad	control	687.00	-2.201	0.02772	-----++++--+--
RPL7P49|ENSG00000242931	ad	control	486.00	-0.876	0.381	??????--?----?
LINC01763|ENSG00000225446	ad	control	124.00	2.941	0.003273	?????++++?????
LOC124900228|ENSG00000212579	ad	control	93.00	0.596	0.5511	??????+++?????
KIF5C-AS1|ENSG00000231079	ad	control	615.00	-0.576	0.5645	????+---++----
LINC01498|ENSG00000247213	ad	control	124.00	-0.495	0.6204	?????--+-?????
ROBO1|ENSG00000169855	ad	control	687.00	2.193	0.0283	---++-+-++++++
TIMM23|ENSG00000265354	ad	control	687.00	0.920	0.3574	++++-----+---+
MTBP|ENSG00000172167	ad	control	687.00	0.728	0.4664	----++---++-++
NCBP2L|ENSG00000170935	ad	control	124.00	1.372	0.17	?????++++?????
ARHGEF9-IT1|ENSG00000231729	ad	control	486.00	0.485	0.6274	??????--?++-+?
LINC03106|ENSG00000276759	ad	control	62.00	0.287	0.7738	???????-+?????
Y_RNA|ENSG00000199476	ad	control	124.00	1.760	0.0784	?????+-++?????
ARPC5L|ENSG00000136950	ad	control	687.00	2.097	0.03602	+++++----+-+++
CHL1-AS2|ENSG00000224318	ad	control	615.00	3.110	0.001869	????+++++++-++
SNORD115-12|ENSG00000199453	ad	control	62.00	0.017	0.9865	??????-?+?????
SLCO1B3-SLCO1B7|ENSG00000257046	ad	control	31.00	-0.008	0.9936	????????-?????
CFAP44|ENSG00000206530	ad	control	263.00	-2.091	0.03654	----+++--????-
SLC12A8|ENSG00000221955	ad	control	687.00	1.171	0.2415	+++++----++-++
CADPS2|ENSG00000081803	ad	control	687.00	1.231	0.2182	+++++----++-++
DTNB-AS1|ENSG00000224220	ad	control	576.00	2.246	0.0247	?????+--+++-++
LINC01394|ENSG00000281809	ad	control	62.00	0.704	0.4812	??????+?+?????
C1orf116|ENSG00000182795	ad	control	124.00	1.113	0.2656	?????-+++?????
ETFBKMT|ENSG00000139160	ad	control	687.00	2.276	0.02286	++++++-++-++++
TM7SF2|ENSG00000149809	ad	control	687.00	1.866	0.06199	+++++------+-+
OR2R1P|ENSG00000236853	ad	control	31.00	-0.154	0.8775	??????-???????
MYH16|ENSG00000002079	ad	control	124.00	0.552	0.5812	?????-+++?????
USP12PY|ENSG00000232927	ad	control	31.00	-0.119	0.905	??????-???????
RPL26P10|ENSG00000226984	ad	control	424.00	0.004	0.9967	?????????---+?
PCDHGA7|ENSG00000253537	ad	control	263.00	-2.027	0.04265	----+----????+
LINC01558|ENSG00000146521	ad	control	124.00	1.109	0.2673	?????++++?????
RNF150|ENSG00000170153	ad	control	687.00	-0.200	0.8418	+++++----++-++
LOC100129307|ENSG00000285746	ad	control	62.00	-0.074	0.9409	???????--?????
OR51B5|ENSG00000167355	ad	control	93.00	-0.158	0.8745	??????--+?????
MPHOSPH10|ENSG00000124383	ad	control	687.00	2.057	0.03964	-+---+++++++++
OR7A5|ENSG00000188269	ad	control	648.00	0.735	0.4624	----?+++++++--
SERTAD2|ENSG00000179833	ad	control	687.00	-1.662	0.09647	-----+-++--+--
BMS1P2|ENSG00000251079	ad	control	163.00	0.636	0.5249	????+--+-?????
RPL38|ENSG00000172809	ad	control	687.00	0.107	0.9147	----+--+++-+--
LRRTM2|ENSG00000146006	ad	control	687.00	1.087	0.2769	+++++----+++++
SMOX|ENSG00000088826	ad	control	687.00	-4.030	5.57e-05	-------+------
LINC01731|ENSG00000234283	ad	control	124.00	-1.555	0.1199	?????----?????
CYBRD1|ENSG00000071967	ad	control	687.00	-1.260	0.2077	----------+++-
RPL26P32|ENSG00000230291	ad	control	124.00	0.501	0.6167	?????--++?????
POLR2A|ENSG00000181222	ad	control	687.00	2.325	0.02008	+++++----+++++
DAB2|ENSG00000153071	ad	control	235.00	-3.393	0.0006916	--------+?????
LOC100506321|ENSG00000259118	ad	control	124.00	0.095	0.924	?????---+?????
SMCO1|ENSG00000214097	ad	control	124.00	0.210	0.8333	?????--++?????
CAPN11|ENSG00000137225	ad	control	124.00	-1.719	0.08563	?????+---?????
LINC01992|ENSG00000260019	ad	control	124.00	1.455	0.1455	?????++++?????
RPS29P31|ENSG00000224279	ad	control	62.00	0.372	0.7103	??????+?+?????
TCAF2P1|ENSG00000159860	ad	control	62.00	0.278	0.7814	??????+?+?????
SNORD104|ENSG00000199753	ad	control	124.00	1.824	0.06821	?????++-+?????
LYNX1|ENSG00000180155	ad	control	235.00	2.038	0.04156	+++++----?????
COL6A2|ENSG00000142173	ad	control	235.00	-2.768	0.00564	-----++++?????
BLOC1S5|ENSG00000188428	ad	control	235.00	-1.889	0.05891	-----+-++?????
OGN|ENSG00000291350	ad	control	687.00	-1.334	0.1823	---+---++-----
KCNN1|ENSG00000105642	ad	control	687.00	-0.345	0.7297	----++++-+---+
IGLON5|ENSG00000142549	ad	control	687.00	0.978	0.3281	+++++-+--+---+
RILPL2|ENSG00000150977	ad	control	687.00	-2.830	0.004653	-----++++---+-
